,,pcid,previous_community,current_community,score
22,366,687,,366,1.0
22,367,688,,367,1.0
22,368,689,,368,1.0
22,369,690,,369,1.0
22,371,691,,371,1.0
22,372,692,,372,1.0
22,373,693,,373,1.0
22,374,694,,374,1.0
22,377,695,,377,1.0
22,381,696,,381,1.0
22,382,697,,382,1.0
22,383,698,,383,1.0
22,384,699,,384,1.0
22,385,700,,385,1.0
22,386,701,,386,1.0
22,387,702,,387,1.0
22,389,703,,389,1.0
22,390,704,,390,1.0
22,391,705,,391,1.0
22,392,706,,392,1.0
22,394,707,,394,1.0
22,395,708,,395,1.0
22,397,709,,397,1.0
22,398,710,,398,1.0
22,400,711,,400,1.0
22,401,712,,401,1.0
22,402,713,,402,1.0
22,403,714,,403,1.0
22,404,715,,404,1.0
22,405,716,,405,1.0
22,406,717,,406,1.0
22,407,718,,407,1.0
22,409,719,,409,1.0
22,412,720,,412,1.0
22,413,721,,413,1.0
22,414,722,,414,1.0
22,415,723,,415,1.0
22,416,724,,416,1.0
22,417,725,,417,1.0
22,420,726,,420,1.0
22,421,727,,421,1.0
22,422,728,,422,1.0
22,427,729,,427,1.0
22,429,730,,429,1.0
22,430,731,,430,1.0
22,431,732,,431,1.0
22,432,733,,432,1.0
22,434,734,,434,1.0
22,435,735,,435,1.0
22,438,736,,438,1.0
22,439,737,,439,1.0
22,440,738,,440,1.0
22,441,739,,441,1.0
22,442,740,,442,1.0
22,444,741,,444,1.0
22,445,742,,445,1.0
22,446,743,,446,1.0
22,447,744,,447,1.0
22,448,745,,448,1.0
22,450,746,,450,1.0
22,451,747,,451,1.0
22,452,748,,452,1.0
22,453,749,,453,1.0
22,454,750,,454,1.0
22,456,751,,456,1.0
22,461,752,,461,1.0
22,462,753,,462,1.0
22,464,754,,464,1.0
22,465,755,,465,1.0
22,466,756,,466,1.0
22,469,757,,469,1.0
22,470,758,,470,1.0
22,471,759,,471,1.0
22,474,760,,474,1.0
22,475,761,,475,1.0
22,477,762,,477,1.0
22,478,763,,478,1.0
22,479,764,,479,1.0
22,481,765,,481,1.0
22,482,766,,482,1.0
22,483,767,,483,1.0
22,484,768,,484,1.0
22,485,769,,485,1.0
22,486,770,,486,1.0
22,488,771,,488,1.0
22,489,772,,489,1.0
22,491,773,,491,1.0
22,492,774,,492,1.0
22,495,775,,495,1.0
22,496,776,,496,1.0
22,497,777,,497,1.0
22,498,778,,498,1.0
22,499,779,,499,1.0
22,500,780,,500,1.0
22,501,781,,501,1.0
22,503,782,,503,1.0
22,504,783,,504,1.0
22,505,784,,505,1.0
22,506,785,,506,1.0
22,507,786,,507,1.0
22,509,787,,509,1.0
22,510,788,,510,1.0
22,511,789,,511,1.0
22,512,790,,512,1.0
22,513,791,,513,1.0
22,514,792,,514,1.0
22,515,793,,515,1.0
22,518,794,,518,1.0
22,519,795,,519,1.0
22,521,796,,521,1.0
22,522,797,,522,1.0
22,526,798,,526,1.0
22,529,799,,529,1.0
22,530,800,,530,1.0
22,533,801,,533,1.0
22,535,802,,535,1.0
22,24,803,,24,1.0
22,20,804,,20,1.0
23,35,531,146.0,35,0.8463
23,2,330,10.0,2,0.7752
23,7,420,2.0,7,0.5619
23,41,25,3.0,41,0.6471
23,5,23,4.0,5,0.6734
23,50,491,92.0,50,0.867
23,66,592,230.0,66,0.8695
23,120,137,195.0,120,0.8768
23,165,539,158.0,165,0.8943
23,154,382,534.0,154,0.841
23,112,317,344.0,112,0.9173
23,16,671,338.0,16,0.9375
23,13,737,439.0,13,0.9289
23,12,161,18.0,12,0.9186
23,74,632,281.0,74,0.8573
23,99,92,25.0,99,0.7013
23,113,490,91.0,113,0.8741
23,121,791,513.0,121,0.8848
23,27,55,316.0,27,0.7563
23,163,789,511.0,163,0.7861
23,86,588,225.0,86,0.5977
23,43,442,32.0,43,0.622
23,62,582,216.0,62,0.9366
23,24,82,37.0,24,0.6775
23,159,774,492.0,159,0.9757
23,171,232,508.0,171,0.8824
23,82,212,121.0,82,0.7143
23,39,766,482.0,39,0.9078
23,10,449,42.0,10,0.9122
23,61,462,59.0,61,0.89
23,149,775,495.0,149,0.7698
23,52,380,494.0,52,0.9991
23,152,598,239.0,152,0.8188
23,187,85,476.0,187,0.8714
23,181,454,50.0,181,0.7211
23,144,800,530.0,144,0.9566
23,67,39,217.0,67,0.6882
23,73,392,517.0,73,0.8977
23,72,625,271.0,72,0.7012
23,158,257,455.0,158,0.7887
23,174,74,109.0,174,0.6603
23,169,795,519.0,169,0.8287
23,178,18,68.0,178,0.6315
23,201,741,444.0,201,0.7536
23,122,601,243.0,122,0.653
23,202,93,524.0,202,0.9873
23,175,788,510.0,175,0.9172
23,70,214,74.0,70,0.8748
23,191,804,20.0,191,0.8694
23,56,477,77.0,56,0.7906
23,4,783,504.0,4,0.9209
23,57,790,512.0,57,0.8221
23,111,736,438.0,111,0.7178
23,125,654,313.0,125,0.8905
23,8,534,150.0,8,0.8341
23,157,56,396.0,157,0.8674
23,136,721,413.0,136,0.8043
23,93,799,529.0,93,0.8981
23,185,333,532.0,185,0.8195
23,15,323,104.0,15,0.8935
23,114,585,221.0,114,0.7663
23,75,797,522.0,75,0.8895
23,55,731,430.0,55,0.6933
23,206,761,475.0,206,0.8169
23,85,636,286.0,85,0.855
23,193,687,366.0,193,0.8536
23,118,121,118.0,118,0.6773
23,150,254,410.0,150,0.9401
23,188,701,386.0,188,0.8539
23,106,517,126.0,106,0.8832
23,45,321,244.0,45,0.9294
23,107,767,483.0,107,0.7942
23,3,729,427.0,3,0.7486
23,189,381,131.0,189,0.7818
23,11,524,136.0,11,0.8459
23,167,532,147.0,167,0.83
23,183,314,152.0,183,0.9616
23,19,356,155.0,19,0.8133
23,190,303,490.0,190,0.8831
23,151,746,450.0,151,0.9348
23,98,763,478.0,98,0.9714
23,182,686,365.0,182,0.9459
23,140,103,460.0,140,0.8335
23,180,283,472.0,180,0.9829
23,31,742,445.0,31,0.9685
23,38,180,355.0,38,0.9878
23,92,234,353.0,92,0.808
23,141,765,481.0,141,0.8847
23,135,262,480.0,135,0.8542
23,204,801,533.0,204,0.8976
23,20,574,205.0,20,0.701
23,119,290,528.0,119,0.9928
23,203,595,234.0,203,0.973
23,168,670,337.0,168,0.8061
23,103,703,389.0,103,0.8582
23,32,602,245.0,32,0.9289
23,164,657,320.0,164,0.8166
23,143,361,255.0,143,0.7988
23,184,722,414.0,184,0.9919
23,166,619,265.0,166,0.8167
23,145,376,280.0,145,0.9984
23,95,727,421.0,95,0.7472
23,89,639,290.0,89,0.6877
23,137,771,488.0,137,0.7519
23,205,261,523.0,205,0.8449
23,77,753,462.0,77,0.9448
23,116,656,315.0,116,0.6758
23,197,84,318.0,197,0.855
23,88,689,368.0,88,0.7958
23,147,662,326.0,147,0.8849
23,59,754,464.0,59,0.8358
23,34,383,531.0,34,0.9697
23,129,745,448.0,129,0.8633
23,207,803,24.0,207,0.8977
23,160,339,347.0,160,0.7997
23,78,304,350.0,78,0.9303
23,123,685,364.0,123,0.8682
23,179,692,372.0,179,0.8157
23,105,749,453.0,105,0.8639
23,127,696,381.0,127,0.7647
23,84,159,419.0,84,0.9521
23,108,708,395.0,108,0.7744
23,155,719,409.0,155,0.8406
23,133,724,416.0,133,0.8928
23,110,726,420.0,110,0.9592
23,176,151,426.0,176,0.8766
23,199,772,489.0,199,0.9435
23,162,756,466.0,162,0.8385
23,132,191,467.0,132,0.6948
23,128,762,477.0,128,0.8922
23,142,768,484.0,142,0.9083
23,21,777,497.0,21,0.9613
23,60,786,507.0,60,0.8621
23,172,798,526.0,172,0.9677
23,138,802,535.0,138,0.845
23,0,805,,0,1.0
23,1,806,,1,1.0
23,30,807,,30,1.0
23,6,808,,6,1.0
23,22,809,,22,1.0
23,14,810,,14,1.0
23,17,811,,17,1.0
23,18,812,,18,1.0
23,49,813,,49,1.0
23,23,814,,23,1.0
23,25,815,,25,1.0
23,26,816,,26,1.0
23,28,817,,28,1.0
23,29,818,,29,1.0
23,76,819,,76,1.0
23,33,820,,33,1.0
23,69,821,,69,1.0
23,36,822,,36,1.0
23,37,823,,37,1.0
23,40,824,,40,1.0
23,42,825,,42,1.0
23,53,826,,53,1.0
23,46,827,,46,1.0
23,47,828,,47,1.0
23,48,829,,48,1.0
23,58,830,,58,1.0
23,83,831,,83,1.0
23,64,832,,64,1.0
23,65,833,,65,1.0
23,68,834,,68,1.0
23,71,835,,71,1.0
23,102,836,,102,1.0
23,79,837,,79,1.0
23,80,838,,80,1.0
23,81,839,,81,1.0
23,87,840,,87,1.0
23,90,841,,90,1.0
23,91,842,,91,1.0
23,94,843,,94,1.0
23,96,844,,96,1.0
23,97,845,,97,1.0
23,100,846,,100,1.0
23,101,847,,101,1.0
23,104,848,,104,1.0
23,109,849,,109,1.0
23,115,850,,115,1.0
23,117,851,,117,1.0
23,124,852,,124,1.0
23,126,853,,126,1.0
23,130,854,,130,1.0
23,131,855,,131,1.0
23,134,856,,134,1.0
23,139,857,,139,1.0
23,146,858,,146,1.0
23,148,859,,148,1.0
23,153,860,,153,1.0
23,156,861,,156,1.0
23,161,862,,161,1.0
23,170,863,,170,1.0
23,173,864,,173,1.0
23,177,865,,177,1.0
23,186,866,,186,1.0
23,192,867,,192,1.0
23,194,868,,194,1.0
23,195,869,,195,1.0
23,196,870,,196,1.0
23,198,871,,198,1.0
23,200,872,,200,1.0
23,208,873,,208,1.0
23,209,874,,209,1.0
23,9,875,,9,1.0
23,44,876,,44,1.0
23,51,877,,51,1.0
23,54,878,,54,1.0
23,63,879,,63,1.0
24,17,161,12.0,17,0.908
24,23,830,58.0,23,0.9265
24,3,818,29.0,3,0.6886
24,38,855,131.0,38,0.8321
24,79,865,177.0,79,0.8379
24,33,491,50.0,33,0.9472
24,179,490,113.0,179,0.8928
24,54,831,83.0,54,0.9267
24,42,356,19.0,42,0.8511
24,9,811,17.0,9,0.7895
24,130,823,37.0,130,0.8152
24,160,588,86.0,160,0.7881
24,76,689,88.0,76,0.7761
24,245,321,45.0,245,0.8916
24,89,55,27.0,89,0.6358
24,212,875,9.0,212,0.8618
24,247,602,32.0,247,0.7666
24,5,862,161.0,5,0.861
24,161,822,36.0,161,0.8829
24,186,766,39.0,186,0.807
24,146,601,122.0,146,0.7949
24,40,804,191.0,40,0.9123
24,12,828,47.0,12,0.7622
24,11,212,82.0,11,0.7897
24,35,261,205.0,35,0.9147
24,153,790,57.0,153,0.8461
24,198,462,61.0,198,0.9001
24,121,539,165.0,121,0.8967
24,51,121,118.0,51,0.8424
24,110,835,71.0,110,0.86
24,157,834,68.0,157,0.695
24,249,214,70.0,249,0.8381
24,53,632,74.0,53,0.9036
24,176,846,100.0,176,0.9416
24,15,657,164.0,15,0.8517
24,16,837,79.0,16,0.691
24,174,838,80.0,174,0.6515
24,203,839,81.0,203,0.9873
24,101,774,159.0,101,0.8811
24,67,636,85.0,67,0.8688
24,80,639,89.0,80,0.7522
24,116,841,90.0,116,0.91
24,220,234,92.0,220,0.8539
24,50,722,184.0,50,0.9194
24,109,383,34.0,109,0.8627
24,59,687,193.0,59,0.8239
24,201,844,96.0,201,0.9005
24,144,879,63.0,144,0.8271
24,230,847,101.0,230,0.8005
24,7,517,106.0,7,0.8225
24,13,877,51.0,13,0.9354
24,49,849,109.0,49,0.9754
24,32,191,132.0,32,0.6647
24,39,850,115.0,39,0.8415
24,248,74,174.0,248,0.7797
24,77,851,117.0,77,0.7809
24,192,85,187.0,192,0.7963
24,132,137,120.0,132,0.8673
24,235,791,121.0,235,0.9313
24,151,783,4.0,151,0.9159
24,117,878,54.0,117,0.8553
24,90,745,129.0,90,0.9344
24,158,729,3.0,158,0.8759
24,106,619,166.0,106,0.8065
24,182,442,43.0,182,0.9076
24,205,595,203.0,205,0.9571
24,95,741,201.0,95,0.7213
24,163,314,183.0,163,0.9373
24,199,768,142.0,199,0.8727
24,94,361,143.0,94,0.818
24,171,737,13.0,171,0.9682
24,103,692,179.0,103,0.8314
24,19,381,189.0,19,0.8646
24,177,56,157.0,177,0.9727
24,64,257,158.0,64,0.833
24,214,339,160.0,214,0.8983
24,180,756,162.0,180,0.7643
24,128,670,168.0,128,0.8145
24,75,869,195.0,75,0.8573
24,224,283,180.0,224,0.9818
24,114,777,21.0,114,0.9326
24,173,333,185.0,173,0.8944
24,135,866,186.0,135,0.9146
24,184,303,190.0,184,0.8531
24,129,867,192.0,129,0.7794
24,139,870,196.0,139,0.8182
24,127,84,197.0,127,0.8831
24,204,772,199.0,204,0.9196
24,112,786,60.0,112,0.8892
24,239,93,202.0,239,0.9777
24,123,803,207.0,123,0.964
24,60,874,209.0,60,0.8419
24,166,876,44.0,166,0.8147
24,92,708,108.0,92,0.7429
24,226,754,59.0,226,0.8989
24,215,742,31.0,215,0.8645
24,202,180,38.0,202,0.9674
24,0,880,,0,1.0
24,1,881,,1,1.0
24,2,882,,2,1.0
24,4,883,,4,1.0
24,6,884,,6,1.0
24,8,885,,8,1.0
24,10,886,,10,1.0
24,36,887,,36,1.0
24,14,888,,14,1.0
24,18,889,,18,1.0
24,20,890,,20,1.0
24,22,891,,22,1.0
24,24,892,,24,1.0
24,25,893,,25,1.0
24,27,894,,27,1.0
24,28,895,,28,1.0
24,30,896,,30,1.0
24,45,897,,45,1.0
24,34,898,,34,1.0
24,37,899,,37,1.0
24,41,900,,41,1.0
24,43,901,,43,1.0
24,46,902,,46,1.0
24,52,903,,52,1.0
24,56,904,,56,1.0
24,57,905,,57,1.0
24,58,906,,58,1.0
24,61,907,,61,1.0
24,62,908,,62,1.0
24,63,909,,63,1.0
24,65,910,,65,1.0
24,66,911,,66,1.0
24,68,912,,68,1.0
24,69,913,,69,1.0
24,71,914,,71,1.0
24,73,915,,73,1.0
24,74,916,,74,1.0
24,81,917,,81,1.0
24,83,918,,83,1.0
24,84,919,,84,1.0
24,85,920,,85,1.0
24,86,921,,86,1.0
24,87,922,,87,1.0
24,88,923,,88,1.0
24,91,924,,91,1.0
24,93,925,,93,1.0
24,96,926,,96,1.0
24,97,927,,97,1.0
24,98,928,,98,1.0
24,99,929,,99,1.0
24,100,930,,100,1.0
24,102,931,,102,1.0
24,104,932,,104,1.0
24,107,933,,107,1.0
24,108,934,,108,1.0
24,111,935,,111,1.0
24,113,936,,113,1.0
24,115,937,,115,1.0
24,118,938,,118,1.0
24,119,939,,119,1.0
24,120,940,,120,1.0
24,122,941,,122,1.0
24,124,942,,124,1.0
24,125,943,,125,1.0
24,126,944,,126,1.0
24,131,945,,131,1.0
24,133,946,,133,1.0
24,134,947,,134,1.0
24,136,948,,136,1.0
24,137,949,,137,1.0
24,138,950,,138,1.0
24,140,951,,140,1.0
24,141,952,,141,1.0
24,142,953,,142,1.0
24,143,954,,143,1.0
24,145,955,,145,1.0
24,147,956,,147,1.0
24,148,957,,148,1.0
24,149,958,,149,1.0
24,150,959,,150,1.0
24,152,960,,152,1.0
24,154,961,,154,1.0
24,155,962,,155,1.0
24,156,963,,156,1.0
24,159,964,,159,1.0
24,162,965,,162,1.0
24,164,966,,164,1.0
24,165,967,,165,1.0
24,167,968,,167,1.0
24,168,969,,168,1.0
24,169,970,,169,1.0
24,170,971,,170,1.0
24,172,972,,172,1.0
24,175,973,,175,1.0
24,178,974,,178,1.0
24,181,975,,181,1.0
24,183,976,,183,1.0
24,185,977,,185,1.0
24,187,978,,187,1.0
24,188,979,,188,1.0
24,189,980,,189,1.0
24,190,981,,190,1.0
24,191,982,,191,1.0
24,193,983,,193,1.0
24,194,984,,194,1.0
24,195,985,,195,1.0
24,196,986,,196,1.0
24,197,987,,197,1.0
24,200,988,,200,1.0
24,206,989,,206,1.0
24,207,990,,207,1.0
24,208,991,,208,1.0
24,209,992,,209,1.0
24,210,993,,210,1.0
24,211,994,,211,1.0
24,213,995,,213,1.0
24,216,996,,216,1.0
24,217,997,,217,1.0
24,218,998,,218,1.0
24,219,999,,219,1.0
24,221,1000,,221,1.0
24,222,1001,,222,1.0
24,223,1002,,223,1.0
24,225,1003,,225,1.0
24,227,1004,,227,1.0
24,228,1005,,228,1.0
24,229,1006,,229,1.0
24,231,1007,,231,1.0
24,232,1008,,232,1.0
24,233,1009,,233,1.0
24,234,1010,,234,1.0
24,236,1011,,236,1.0
24,237,1012,,237,1.0
24,238,1013,,238,1.0
24,240,1014,,240,1.0
24,241,1015,,241,1.0
24,242,1016,,242,1.0
24,243,1017,,243,1.0
24,244,1018,,244,1.0
24,246,1019,,246,1.0
24,250,1020,,250,1.0
24,251,1021,,251,1.0
24,252,1022,,252,1.0
24,253,1023,,253,1.0
24,105,1024,,105,1.0
24,21,1025,,21,1.0
24,26,1026,,26,1.0
24,29,1027,,29,1.0
24,31,1028,,31,1.0
24,44,1029,,44,1.0
24,47,1030,,47,1.0
24,48,1031,,48,1.0
24,55,1032,,55,1.0
24,70,1033,,70,1.0
24,72,1034,,72,1.0
24,78,1035,,78,1.0
24,82,1036,,82,1.0
